UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,XAPPLCN,APPLCN,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSN,ADMSSN,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLT,ENRLT,XENRLM,ENRLM,XENRLW,ENRLW,XENRLFT,ENRLFT,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPT,ENRLPT,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75 
156745,1,2,1,2,3,3,1,1,3,"R",2122,"R",749,"R",1373,"R",1403,"R",473,"R",930,"R",298,"R",124,"R",174,"R",298,"R",124,"R",174,"A",,"A",,"A",,"R",25,"R",9,"R",275,"R",93,"R",450,"R",530,"R",420,"R",530,"R",20,"R",26,"R",20,"R",26,"R",19,"R",26
157030,1,2,1,2,1,3,1,1,3,"R",59,"R",34,"R",25,"R",34,"R",22,"R",12,"R",24,"R",14,"R",10,"R",23,"R",14,"R",9,"R",1,"R",0,"R",1,"R",0,"R",0,"R",20,"R",83,"A",,"A",,"A",,"A",,"R",19,"R",24,"R",18,"R",26,"R",17,"R",22
157058,1,3,3,3,3,3,1,1,3,"R",3384,"R",724,"R",1279,"R",1658,"R",372,"R",685,"R",202,"R",76,"R",87,"R",132,"R",47,"R",56,"R",70,"R",29,"R",31,"R",10,"R",5,"R",192,"R",96,"R",405,"R",480,"R",345,"R",465,"R",17,"R",21,"R",15,"R",21,"R",16,"R",21
157076,1,5,1,3,3,3,1,1,3,"R",1157,"R",601,"R",556,"R",662,"R",330,"R",332,"R",195,"R",104,"R",91,"R",195,"R",104,"R",91,"A",,"A",,"A",,"R",31,"R",16,"R",183,"R",94,"R",430,"R",580,"R",440,"R",560,"R",18,"R",24,"R",17,"R",25,"R",16,"R",24
157085,1,2,1,1,1,1,1,1,3,"R",20480,"R",8406,"R",12074,"R",18593,"R",7492,"R",11101,"R",5117,"R",2177,"R",2940,"R",5051,"R",2136,"R",2915,"R",66,"R",41,"R",25,"R",824,"R",16,"R",4751,"R",93,"R",500,"R",620,"R",500,"R",630,"R",22,"R",29,"R",22,"R",30,"R",22,"R",28
157100,1,2,1,3,1,3,1,1,3,"R",835,"R",569,"R",266,"R",324,"R",201,"R",123,"R",148,"R",88,"R",60,"R",147,"R",88,"R",59,"R",1,"R",0,"R",1,"R",28,"R",19,"R",130,"R",88,"R",390,"R",500,"R",420,"R",540,"R",18,"R",23,"R",17,"R",24,"R",17,"R",24
157270,3,3,1,3,3,3,3,3,1,"R",191,"R",118,"R",47,"R",191,"R",118,"R",47,"R",99,"R",70,"R",29,"R",86,"R",64,"R",22,"R",13,"R",6,"R",7,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157289,1,2,1,1,3,2,1,1,3,"R",10404,"R",4496,"R",5908,"R",7550,"R",3335,"R",4215,"R",2883,"R",1372,"R",1511,"R",2746,"R",1290,"R",1456,"R",137,"R",82,"R",55,"Z",0,"Z",0,"R",2877,"R",99,"A",,"A",,"A",,"A",,"R",22,"R",29,"R",22,"R",31,"R",21,"R",28
157377,1,5,1,3,2,3,1,1,3,"R",499,"R",65,"R",434,"R",301,"R",45,"R",256,"R",129,"R",37,"R",92,"R",127,"R",36,"R",91,"R",2,"R",1,"R",1,"R",2,"R",1,"R",129,"R",100,"R",370,"R",490,"R",340,"R",380,"R",18,"R",23,"R",18,"R",22,"R",17,"R",20
157386,1,3,1,2,3,3,1,1,3,"R",4327,"R",1685,"R",2642,"R",3702,"R",1378,"R",2324,"R",1350,"R",517,"R",833,"R",1336,"R",511,"R",825,"R",14,"R",6,"R",8,"R",47,"R",3,"R",1307,"R",97,"R",430,"R",520,"R",410,"R",540,"R",20,"R",26,"R",20,"R",26,"R",18,"R",24
157401,1,2,1,1,3,3,1,1,3,"R",6479,"R",2491,"R",3988,"R",5530,"R",2061,"R",3469,"R",1502,"R",593,"R",909,"R",1497,"R",590,"R",907,"R",5,"R",3,"R",2,"R",110,"R",7,"R",1432,"R",95,"R",480,"R",595,"R",463,"R",560,"R",21,"R",27,"R",21,"R",28,"R",19,"R",26
157447,1,2,1,1,2,3,1,2,1,"R",6059,"R",2325,"R",3734,"R",5519,"R",2119,"R",3400,"R",2148,"R",916,"R",1232,"R",2106,"R",891,"R",1215,"R",42,"R",25,"R",17,"R",181,"R",8,"R",2016,"R",94,"R",440,"R",590,"R",440,"R",570,"R",20,"R",26,"R",20,"R",28,"R",19,"R",26
157535,2,3,1,3,3,3,1,1,3,"R",2437,"R",1194,"R",1243,"R",2437,"R",1194,"R",1243,"R",329,"R",178,"R",151,"R",328,"R",178,"R",150,"R",1,"R",0,"R",1,"R",24,"R",7,"R",305,"R",93,"R",410,"R",490,"R",380,"R",510,"R",17,"R",22,"R",16,"R",22,"R",16,"R",21
157748,1,3,1,3,1,3,1,1,3,"R",262,"R",158,"R",104,"R",261,"R",157,"R",104,"R",149,"R",93,"R",56,"R",133,"R",82,"R",51,"R",16,"R",11,"R",5,"R",36,"R",24,"R",94,"R",63,"R",468,"R",580,"R",428,"R",533,"R",18,"R",26,"R",18,"R",27,"R",17,"R",24
157757,1,2,1,2,3,2,1,1,3,"R",994,"R",278,"R",712,"R",500,"R",145,"R",335,"R",168,"R",55,"R",113,"R",151,"R",50,"R",101,"R",17,"R",5,"R",12,"R",14,"R",8,"R",154,"R",92,"R",450,"R",548,"R",433,"R",558,"R",18,"R",23,"R",17,"R",24,"R",16,"R",23
157809,1,2,1,1,3,3,1,1,3,"R",2401,"R",1117,"R",1276,"R",2139,"R",964,"R",1169,"R",414,"R",231,"R",183,"R",414,"R",231,"R",183,"R",0,"R",0,"R",0,"R",46,"R",11,"R",399,"R",96,"R",430,"R",560,"R",440,"R",570,"R",20,"R",24,"R",19,"R",25,"R",18,"R",25
157818,1,2,1,2,1,3,2,1,3,"R",1216,"R",456,"R",760,"R",1153,"R",430,"R",723,"R",242,"R",95,"R",147,"R",242,"R",95,"R",147,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157863,1,5,1,2,2,3,1,1,3,"R",1344,"R",718,"R",626,"R",907,"R",465,"R",442,"R",264,"R",158,"R",106,"R",264,"R",158,"R",106,"R",0,"R",0,"R",0,"R",0,"R",0,"R",239,"R",91,"A",,"A",,"A",,"A",,"R",18,"R",22,"R",16,"R",22,"R",17,"R",21
157951,1,3,1,1,3,3,1,3,3,"R",9693,"R",3870,"R",5823,"R",9113,"R",3560,"R",5553,"R",3192,"R",1319,"R",1873,"R",3131,"R",1297,"R",1834,"R",61,"R",22,"R",39,"R",267,"R",8,"R",3016,"R",95,"R",430,"R",540,"R",430,"R",550,"R",19,"R",26,"R",19,"R",28,"R",17,"R",25
158477,1,2,1,2,1,3,1,1,3,"R",886,"R",374,"R",512,"R",569,"R",246,"R",323,"R",130,"R",52,"R",78,"R",130,"R",52,"R",78,"R",0,"R",0,"R",0,"R",39,"R",30,"R",110,"R",85,"R",470,"R",580,"R",470,"R",590,"R",22,"R",28,"R",22,"R",30,"R",21,"R",26
158802,1,2,3,3,2,3,1,1,3,"R",5795,"R",1617,"R",4178,"R",2283,"R",567,"R",1716,"R",362,"R",87,"R",275,"R",358,"R",84,"R",274,"R",4,"R",3,"R",1,"R",89,"R",25,"R",254,"R",70,"R",410,"R",530,"R",410,"R",520,"R",18,"R",21,"R",16,"R",22,"R",16,"R",20
159009,1,1,1,1,3,3,5,1,3,"R",6340,"R",2349,"R",3991,"R",2862,"R",1077,"R",1785,"R",865,"R",362,"R",503,"R",846,"R",353,"R",493,"R",19,"R",9,"R",10,"R",137,"R",16,"R",561,"R",65,"R",390,"R",480,"R",420,"R",490,"R",16,"R",20,"R",16,"R",21,"R",16,"R",19
159382,1,2,1,1,3,3,1,2,3,"R",2101,"R",725,"R",1376,"R",700,"R",255,"R",445,"R",529,"R",199,"R",330,"R",483,"R",186,"R",297,"R",46,"R",13,"R",33,"R",19,"R",4,"R",432,"R",89,"R",429,"R",540,"R",330,"R",580,"R",18,"R",23,"R",18,"R",24,"R",17,"R",22
159391,1,3,1,2,3,3,1,1,3,"R",18122,"R",7866,"R",10256,"R",13843,"R",6040,"R",7803,"R",5475,"R",2413,"R",3062,"R",5470,"R",2411,"R",3059,"R",5,"R",2,"R",3,"R",405,"R",7,"R",5046,"R",93,"R",500,"R",620,"R",510,"R",630,"R",23,"R",28,"R",23,"R",30,"R",22,"R",27
159416,1,3,1,1,3,3,1,1,3,"R",691,"R",256,"R",435,"R",612,"R",230,"R",382,"R",258,"R",118,"R",140,"R",252,"R",113,"R",139,"R",6,"R",5,"R",1,"R",8,"R",3,"R",237,"R",92,"R",470,"R",553,"R",435,"R",533,"R",20,"R",25,"R",21,"R",26,"R",18,"R",24
159568,1,2,1,2,3,3,1,1,3,"R",755,"R",441,"R",314,"R",545,"R",313,"R",232,"R",248,"R",136,"R",112,"R",248,"R",136,"R",112,"R",0,"R",0,"R",0,"R",8,"R",3,"R",238,"R",96,"R",430,"R",560,"R",440,"R",500,"R",18,"R",23,"R",18,"R",24,"R",17,"R",23
159647,2,2,2,2,3,3,1,2,3,"R",7227,"R",4047,"R",3180,"R",4567,"R",2558,"R",2009,"R",2018,"R",1138,"R",880,"R",2013,"R",1135,"R",878,"R",5,"R",3,"R",2,"R",55,"R",3,"R",1945,"R",97,"R",490,"R",580,"R",490,"R",620,"R",21,"R",27,"R",21,"R",28,"R",20,"R",26
159656,1,2,1,2,1,1,1,1,3,"R",5160,"R",1671,"R",3489,"R",3496,"R",1136,"R",2360,"R",615,"R",234,"R",381,"R",612,"R",231,"R",381,"R",3,"R",3,"R",0,"R",249,"R",41,"R",434,"R",71,"R",520,"R",630,"R",500,"R",610,"R",23,"R",29,"R",24,"R",31,"R",21,"R",27
159717,1,3,1,1,3,3,1,1,3,"R",3160,"R",1260,"R",1900,"R",2013,"R",817,"R",1196,"R",1244,"R",508,"R",736,"R",1237,"R",504,"R",733,"R",7,"R",4,"R",3,"R",128,"R",10,"R",1138,"R",91,"R",420,"R",510,"R",470,"R",600,"R",20,"R",24,"R",20,"R",25,"R",18,"R",24
159939,1,3,1,1,3,2,1,1,3,"R",3409,"R",1341,"R",2068,"R",2047,"R",847,"R",1200,"R",876,"R",400,"R",476,"R",850,"R",386,"R",464,"R",26,"R",14,"R",12,"R",55,"R",6,"R",825,"R",94,"R",480,"R",600,"R",470,"R",630,"R",20,"R",24,"R",20,"R",26,"R",18,"R",24
159966,1,1,1,1,3,3,1,1,3,"R",2734,"R",1724,"R",1010,"R",2260,"R",1441,"R",819,"R",1138,"R",424,"R",714,"R",1078,"R",401,"R",677,"R",60,"R",23,"R",37,"R",10,"R",1,"R",1107,"R",97,"R",470,"R",517,"R",475,"R",617,"R",20,"R",24,"R",20,"R",25,"R",18,"R",24
159993,1,1,1,1,3,3,1,1,3,"R",4563,"R",1795,"R",2768,"R",3474,"R",1372,"R",2102,"R",1366,"R",478,"R",888,"R",1286,"R",446,"R",840,"R",80,"R",32,"R",48,"R",91,"R",7,"R",1342,"R",98,"R",460,"R",680,"R",490,"R",680,"R",20,"R",25,"R",20,"R",26,"R",18,"R",24
160038,1,3,1,1,3,3,1,1,3,"R",5180,"R",1696,"R",3484,"R",3201,"R",1047,"R",2154,"R",1462,"R",474,"R",988,"R",1211,"R",391,"R",820,"R",251,"R",83,"R",168,"R",322,"R",22,"R",1359,"R",93,"R",430,"R",540,"R",450,"R",560,"R",19,"R",24,"R",19,"R",25,"R",17,"R",23
160065,1,3,1,3,3,3,5,1,3,"R",460,"R",64,"R",396,"R",182,"R",32,"R",150,"R",97,"R",19,"R",78,"R",93,"R",18,"R",75,"R",4,"R",1,"R",3,"R",0,"R",0,"R",89,"R",92,"A",,"A",,"A",,"A",,"R",18,"R",22,"R",19,"R",23,"R",17,"R",21
160074,1,2,1,2,3,3,1,2,3,"R",269,"R",38,"R",231,"R",145,"R",25,"R",120,"R",88,"R",16,"R",72,"R",73,"R",15,"R",58,"R",15,"R",1,"R",14,"R",0,"R",0,"R",81,"R",92,"A",,"A",,"A",,"A",,"R",20,"R",23,"R",20,"R",25,"R",18,"R",22
160612,1,3,1,1,3,3,1,1,3,"R",4293,"R",1667,"R",2626,"R",3748,"R",1408,"R",2329,"R",2616,"R",998,"R",1618,"R",2007,"R",791,"R",1216,"R",609,"R",207,"R",402,"Z",0,"Z",0,"R",2614,"R",100,"A",,"A",,"A",,"A",,"R",19,"R",24,"R",19,"R",24,"R",17,"R",23
160621,1,1,1,1,3,3,1,1,3,"R",3816,"R",1259,"R",2546,"R",3770,"R",1258,"R",2511,"R",1071,"R",427,"R",644,"R",1051,"R",413,"R",638,"R",20,"R",14,"R",6,"R",49,"R",5,"R",1015,"R",95,"R",410,"R",550,"R",435,"R",545,"R",20,"R",27,"R",14,"R",28,"R",16,"R",26
160630,1,2,1,1,3,3,1,1,3,"R",1907,"R",574,"R",1329,"R",220,"R",68,"R",152,"R",144,"R",48,"R",96,"R",134,"R",46,"R",88,"R",10,"R",2,"R",8,"R",0,"R",0,"R",144,"R",100,"A",,"A",,"A",,"A",,"R",16,"R",19,"R",18,"R",21,"R",16,"R",20
160658,1,3,1,1,3,3,1,1,3,"R",11633,"R",4514,"R",6936,"R",5945,"R",2468,"R",3477,"R",3024,"R",1333,"R",1691,"R",3015,"R",1328,"R",1687,"R",9,"R",5,"R",4,"R",136,"R",4,"R",2895,"R",96,"R",470,"R",580,"R",470,"R",600,"R",21,"R",26,"R",22,"R",28,"R",20,"R",22
160755,1,2,1,2,1,2,1,1,3,"R",32006,"R",12234,"R",19772,"R",8162,"R",3387,"R",4775,"R",1856,"R",771,"R",1085,"R",1856,"R",771,"R",1085,"A",,"A",,"A",,"R",670,"R",39,"R",1043,"R",61,"R",620,"R",710,"R",620,"R",700,"R",29,"R",32,"R",30,"R",34,"R",27,"R",32
160904,1,2,1,2,1,3,1,1,3,"R",6609,"R",1734,"R",4875,"R",4094,"R",1002,"R",3092,"R",762,"R",193,"R",569,"R",760,"R",193,"R",567,"R",2,"R",0,"R",2,"R",203,"R",25,"R",666,"R",87,"R",455,"R",560,"R",435,"R",550,"R",20,"R",26,"R",20,"R",27,"R",18,"R",25
160959,2,2,1,2,1,3,3,2,3,"R",485,"R",156,"R",329,"R",314,"R",83,"R",231,"R",79,"R",15,"R",64,"R",79,"R",15,"R",64,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
160977,2,2,1,2,1,3,3,1,3,"R",5356,"R",2364,"R",2992,"R",1213,"R",589,"R",624,"R",484,"R",232,"R",252,"R",484,"R",232,"R",252,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
161004,2,2,1,1,1,3,3,1,3,"R",6799,"R",2869,"R",3930,"R",1009,"R",475,"R",534,"R",503,"R",241,"R",262,"R",503,"R",241,"R",262,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
161022,2,2,1,2,3,3,1,3,1,"R",13,"R",1,"R",12,"R",6,"R",0,"R",6,"R",6,"A",,"R",6,"R",6,"A",,"R",6,"A",,"A",,"A",,"R",6,"R",100,"R",0,"R",0,"R",410,"R",490,"R",420,"R",490,"A",,"A",,"A",,"A",,"A",,"A",
161086,2,2,1,2,1,3,1,1,3,"R",9833,"R",4445,"R",5388,"R",1840,"R",844,"R",996,"R",510,"R",235,"R",275,"R",510,"R",235,"R",275,"A",,"A",,"A",,"R",312,"R",61,"R",237,"R",47,"R",630,"R",725,"R",640,"R",745,"R",30,"R",33,"R",30,"R",34,"R",27,"R",32
161226,2,2,1,1,1,1,3,1,3,"R",1880,"R",692,"R",1188,"R",1512,"R",542,"R",970,"R",435,"R",155,"R",280,"R",435,"R",155,"R",280,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
161235,2,2,2,2,2,2,1,2,3,"R",481,"R",169,"R",312,"R",392,"R",141,"R",251,"R",172,"R",67,"R",105,"R",164,"R",65,"R",99,"R",8,"R",2,"R",6,"R",109,"R",64,"R",16,"R",9,"R",390,"R",510,"R",400,"R",475,"R",16,"R",22,"R",12,"R",22,"R",16,"R",20
161253,2,2,1,1,1,3,1,1,3,"R",12952,"R",6057,"R",6895,"R",11625,"R",5414,"R",6211,"R",2230,"R",1200,"R",1030,"R",2199,"R",1182,"R",1017,"R",31,"R",18,"R",13,"R",2070,"R",93,"R",363,"R",16,"R",470,"R",590,"R",480,"R",600,"R",21,"R",26,"R",20,"R",25,"R",20,"R",26
161299,1,2,1,1,1,3,1,1,3,"R",882,"R",726,"R",156,"R",666,"R",532,"R",134,"R",246,"R",203,"R",43,"R",246,"R",203,"R",43,"A",,"A",,"A",,"R",227,"R",92,"R",58,"R",23,"R",450,"R",560,"R",480,"R",580,"R",21,"R",25,"R",19,"R",24,"R",21,"R",27
161341,1,2,1,2,1,3,2,1,3,"R",1491,"R",543,"R",948,"R",1293,"R",461,"R",832,"R",177,"R",67,"R",110,"R",150,"R",61,"R",89,"R",27,"R",6,"R",21,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
161457,1,3,1,3,2,3,1,1,3,"R",4883,"R",1360,"R",3523,"R",4056,"R",1108,"R",2948,"R",722,"R",203,"R",519,"R",719,"R",202,"R",517,"R",3,"R",1,"R",2,"R",664,"R",92,"R",181,"R",25,"R",470,"R",570,"R",470,"R",580,"R",21,"R",26,"R",20,"R",25,"R",20,"R",26
161509,1,2,1,2,1,1,2,1,3,"R",529,"R",115,"R",414,"R",457,"R",90,"R",367,"R",128,"R",23,"R",105,"R",127,"R",23,"R",104,"R",1,"R",0,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
161518,1,2,1,2,1,3,1,1,3,"R",1323,"R",457,"R",866,"R",1033,"R",350,"R",683,"R",265,"R",104,"R",161,"R",265,"R",104,"R",161,"R",0,"R",0,"R",0,"R",252,"R",95,"R",13,"R",5,"R",420,"R",520,"R",390,"R",500,"R",20,"R",23,"R",19,"R",24,"R",17,"R",25
161554,3,2,1,2,1,3,1,1,3,"R",4111,"R",1669,"R",2442,"R",3299,"R",1277,"R",2022,"R",805,"R",323,"R",482,"R",767,"R",308,"R",459,"R",38,"R",15,"R",23,"R",738,"R",92,"R",61,"R",8,"R",440,"R",550,"R",430,"R",540,"R",19,"R",25,"R",17,"R",24,"R",18,"R",25
161572,1,2,1,2,1,3,2,1,3,"R",991,"R",426,"R",565,"R",920,"R",390,"R",530,"R",215,"R",120,"R",95,"R",215,"R",120,"R",95,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
161873,1,3,1,2,3,3,1,2,3,"R",692,"R",294,"R",398,"R",342,"R",148,"R",194,"R",176,"R",86,"R",90,"R",138,"R",62,"R",76,"R",38,"R",24,"R",14,"R",129,"R",73,"R",10,"R",6,"R",420,"R",530,"R",390,"R",500,"R",20,"R",21,"R",19,"R",21,"R",18,"R",23
162007,1,3,1,2,3,3,1,1,3,"R",6735,"R",2489,"R",4246,"R",2779,"R",978,"R",1801,"R",967,"R",381,"R",586,"R",958,"R",378,"R",580,"R",9,"R",3,"R",6,"R",808,"R",84,"R",108,"R",11,"R",400,"R",480,"R",380,"R",460,"R",15,"R",19,"R",12,"R",15,"R",10,"R",12
162061,1,5,1,2,2,3,1,1,3,"R",437,"R",327,"R",110,"R",386,"R",290,"R",96,"R",96,"R",85,"R",11,"R",95,"R",85,"R",10,"R",1,"R",0,"R",1,"R",78,"R",81,"R",18,"R",19,"R",410,"R",580,"R",450,"R",580,"R",19,"R",26,"R",17,"R",26,"R",18,"R",28
162210,1,3,1,3,1,3,1,2,3,"R",1996,"R",772,"R",1206,"R",666,"R",260,"R",406,"R",79,"R",27,"R",52,"R",78,"R",27,"R",51,"R",1,"R",0,"R",1,"R",38,"R",48,"R",15,"R",19,"R",360,"R",520,"R",360,"R",480,"R",14,"R",21,"R",15,"R",22,"R",15,"R",16
162283,1,3,3,3,3,3,1,3,3,"R",4612,"R",1405,"R",3207,"R",1827,"R",518,"R",1309,"R",393,"R",96,"R",297,"R",383,"R",95,"R",288,"R",10,"R",1,"R",9,"R",318,"R",81,"R",77,"R",20,"R",380,"R",450,"R",380,"R",460,"R",15,"R",18,"R",15,"R",20,"R",15,"R",18
162584,1,3,1,2,2,3,1,1,3,"R",4228,"R",2083,"R",2145,"R",2652,"R",1296,"R",1356,"R",831,"R",427,"R",404,"R",829,"R",426,"R",403,"R",2,"R",1,"R",1,"R",732,"R",88,"R",175,"R",21,"R",430,"R",530,"R",430,"R",540,"R",18,"R",24,"R",16,"R",23,"R",17,"R",24
162654,1,2,1,2,1,2,2,1,3,"R",3443,"R",1144,"R",2299,"R",2728,"R",845,"R",1883,"R",441,"R",138,"R",303,"R",440,"R",138,"R",302,"R",1,"R",0,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
162760,5,5,1,1,1,3,2,1,3,"R",1727,"R",670,"R",1057,"R",1218,"R",438,"R",780,"R",219,"R",85,"R",134,"R",219,"R",85,"R",134,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
162928,1,3,1,2,1,3,1,1,3,"R",27852,"R",13131,"R",14720,"R",3576,"R",1715,"R",1861,"R",1367,"R",661,"R",706,"R",1367,"R",661,"R",706,"A",,"A",,"A",,"R",731,"R",53,"R",636,"R",47,"R",690,"R",770,"R",710,"R",800,"R",32,"R",34,"R",33,"R",35,"R",31,"R",35
163046,1,2,1,2,1,3,3,1,3,"R",12727,"R",5364,"R",7363,"R",8340,"R",3478,"R",4862,"R",1095,"R",465,"R",630,"R",1095,"R",465,"R",630,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
163268,1,5,1,1,1,3,1,1,3,"R",10812,"R",5265,"R",5547,"R",6144,"R",3201,"R",2943,"R",1538,"R",931,"R",607,"R",1518,"R",920,"R",598,"R",20,"R",11,"R",9,"R",1340,"R",87,"R",438,"R",29,"R",550,"R",650,"R",570,"R",670,"R",24,"R",29,"R",23,"R",30,"R",24,"R",29
163286,1,2,1,2,2,3,1,1,3,"R",30291,"R",14769,"R",15522,"R",14557,"R",7229,"R",7328,"R",4551,"R",2377,"R",2174,"R",4542,"R",2374,"R",2168,"R",9,"R",3,"R",6,"R",3021,"R",66,"R",1530,"R",34,"R",590,"R",690,"R",620,"R",730,"R",29,"R",33,"R",28,"R",34,"R",27,"R",33
163295,1,2,1,2,1,1,1,1,3,"R",3475,"R",869,"R",2606,"R",1984,"R",496,"R",1488,"R",351,"R",88,"R",263,"R",351,"R",88,"R",263,"R",0,"R",0,"R",0,"R",239,"R",65,"R",90,"R",25,"R",520,"R",660,"R",500,"R",630,"R",22,"R",28,"R",22,"R",31,"R",21,"R",28
163338,1,3,1,2,2,3,1,1,3,"R",10231,"R",3845,"R",6386,"R",3928,"R",1415,"R",2513,"R",715,"R",276,"R",439,"R",698,"R",271,"R",427,"R",17,"R",5,"R",12,"R",606,"R",85,"R",86,"R",12,"R",400,"R",480,"R",390,"R",470,"R",17,"R",20,"R",16,"R",21,"R",15,"R",20
163453,1,3,3,2,1,3,1,1,3,"R",6116,"R",2419,"R",3697,"R",3688,"R",1571,"R",2117,"R",1141,"R",577,"R",564,"R",1123,"R",566,"R",557,"R",18,"R",11,"R",7,"R",831,"R",73,"R",196,"R",17,"R",400,"R",500,"R",410,"R",490,"R",16,"R",20,"R",14,"R",20,"R",16,"R",18
163462,1,3,1,1,1,3,1,1,3,"R",6086,"R",2345,"R",3741,"R",3745,"R",1458,"R",2287,"R",417,"R",196,"R",221,"R",417,"R",196,"R",221,"A",,"A",,"A",,"R",339,"R",81,"R",78,"R",19,"R",480,"R",580,"R",460,"R",580,"R",19,"R",24,"R",17,"R",24,"R",17,"R",23
163532,2,2,2,3,1,1,2,3,3,"R",136,"R",136,"R",0,"R",99,"R",99,"A",,"R",75,"R",75,"A",,"R",75,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
163578,1,2,1,1,1,2,1,1,3,"R",843,"R",0,"R",843,"R",495,"A",,"R",495,"R",93,"A",,"R",93,"R",93,"A",,"R",93,"A",,"A",,"A",,"R",77,"R",83,"R",14,"R",15,"R",490,"R",580,"R",470,"R",560,"R",21,"R",27,"A",,"A",,"A",,"A",
163851,1,2,1,2,2,2,2,1,3,"R",8307,"R",3491,"R",4816,"R",5477,"R",2191,"R",3286,"R",1329,"R",540,"R",789,"R",1328,"R",540,"R",788,"R",1,"R",0,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
163912,1,2,1,2,1,3,1,1,3,"R",1767,"R",734,"R",1033,"R",1413,"R",569,"R",844,"R",334,"R",137,"R",197,"R",334,"R",137,"R",197,"R",0,"R",0,"R",0,"R",285,"R",85,"R",98,"R",29,"R",510,"R",640,"R",490,"R",610,"R",23,"R",29,"R",22,"R",28,"R",22,"R",30
163976,2,2,1,2,1,3,5,1,3,"R",612,"R",296,"R",316,"R",326,"R",162,"R",164,"R",128,"R",66,"R",62,"R",128,"R",66,"R",62,"A",,"A",,"A",,"R",61,"R",48,"R",28,"R",22,"R",610,"R",730,"R",570,"R",710,"R",27,"R",33,"R",30,"R",34,"R",25,"R",31
164076,1,2,1,2,2,2,1,1,3,"R",11897,"R",4393,"R",7504,"R",8773,"R",3142,"R",5631,"R",2755,"R",1019,"R",1736,"R",2750,"R",1017,"R",1733,"R",5,"R",2,"R",3,"R",2457,"R",89,"R",744,"R",27,"R",490,"R",580,"R",490,"R",580,"R",21,"R",25,"R",20,"R",25,"R",20,"R",25
164155,1,1,1,2,1,3,1,1,3,"N",14289,"N",10468,"N",3821,"N",1381,"N",1051,"N",330,"N",1214,"N",954,"N",260,"N",1214,"N",954,"N",260,"A",,"A",,"A",,"N",1043,"N",86,"N",994,"N",82,"N",580,"N",690,"N",600,"N",700,"N",26,"N",31,"N",28,"N",33,"N",27,"N",32
164173,1,2,1,1,1,3,1,1,3,"R",5856,"R",2298,"R",3558,"R",3558,"R",1231,"R",2327,"R",778,"R",272,"R",506,"R",778,"R",272,"R",506,"A",,"A",,"A",,"R",711,"R",91,"R",199,"R",25,"R",460,"R",560,"R",450,"R",570,"R",19,"R",25,"R",18,"R",24,"R",17,"R",25
