UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,XAPPLCN,APPLCN,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSN,ADMSSN,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLT,ENRLT,XENRLM,ENRLM,XENRLW,ENRLW,XENRLFT,ENRLFT,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPT,ENRLPT,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75 
110592,1,3,1,1,3,3,1,3,3,"R",35429,"R",14538,"R",20891,"R",22567,"R",8625,"R",13942,"R",3830,"R",1646,"R",2184,"R",3675,"R",1565,"R",2110,"R",155,"R",81,"R",74,"R",3644,"R",95,"R",1412,"R",37,"R",390,"R",480,"R",390,"R",500,"R",15,"R",20,"R",14,"R",20,"R",16,"R",21
110608,1,3,1,1,3,3,1,3,3,"R",32913,"R",14365,"R",18548,"R",15876,"R",6549,"R",9327,"R",4499,"R",2003,"R",2496,"R",4422,"R",1961,"R",2461,"R",77,"R",42,"R",35,"R",4090,"R",91,"R",1151,"R",26,"R",400,"R",510,"R",400,"R",520,"R",16,"R",23,"R",15,"R",22,"R",16,"R",23
110617,1,3,1,1,3,3,1,3,3,"R",23942,"R",10148,"R",13794,"R",17224,"R",6955,"R",10269,"R",3760,"R",1612,"R",2148,"R",3680,"R",1565,"R",2115,"R",80,"R",47,"R",33,"R",3270,"R",87,"R",1217,"R",32,"R",410,"R",520,"R",420,"R",530,"R",17,"R",22,"R",15,"R",22,"R",17,"R",23
110635,1,3,1,1,3,3,1,2,3,"R",82561,"R",41046,"R",41515,"R",13975,"R",6209,"R",7766,"R",6182,"R",2997,"R",3185,"R",6130,"R",2978,"R",3152,"R",52,"R",19,"R",33,"R",4845,"R",78,"R",3466,"R",56,"R",620,"R",750,"R",650,"R",790,"R",31,"R",34,"R",31,"R",35,"R",29,"R",35
110644,1,3,1,1,3,3,1,1,3,"R",68553,"R",31318,"R",37235,"R",28981,"R",11363,"R",17618,"R",5762,"R",2092,"R",3670,"R",5679,"R",2074,"R",3605,"R",83,"R",18,"R",65,"R",4975,"R",86,"R",3023,"R",52,"R",510,"R",630,"R",540,"R",700,"R",25,"R",31,"R",24,"R",32,"R",24,"R",31
110653,1,2,1,1,3,3,1,1,3,"R",77816,"R",35826,"R",41990,"R",31630,"R",13814,"R",17816,"R",6551,"R",3072,"R",3479,"R",6540,"R",3065,"R",3475,"R",11,"R",7,"R",4,"R",5727,"R",87,"R",3254,"R",49,"R",490,"R",620,"R",570,"R",710,"R",24,"R",30,"R",23,"R",31,"R",25,"R",31
110662,1,3,1,1,3,2,1,2,3,"R",97112,"R",45362,"R",51750,"R",17473,"R",7513,"R",9960,"R",6545,"R",2605,"R",3940,"R",6535,"R",2599,"R",3936,"R",10,"R",6,"R",4,"R",5322,"R",81,"R",3810,"R",58,"R",570,"R",710,"R",590,"R",760,"R",28,"R",33,"R",28,"R",35,"R",27,"R",34
110671,1,3,1,1,3,3,1,1,3,"R",42629,"R",19322,"R",23307,"R",28280,"R",12224,"R",16056,"R",5358,"R",2227,"R",3131,"R",5345,"R",2220,"R",3125,"R",13,"R",7,"R",6,"R",4821,"R",90,"R",2357,"R",44,"R",460,"R",580,"R",480,"R",610,"R",21,"R",27,"R",20,"R",26,"R",21,"R",27
110680,1,3,1,1,3,3,1,1,3,"R",84208,"R",39419,"R",44789,"R",30028,"R",13735,"R",16293,"R",5748,"R",2687,"R",3061,"R",5408,"R",2565,"R",2843,"R",340,"R",122,"R",218,"R",3337,"R",58,"R",2759,"R",48,"R",560,"R",680,"R",610,"R",770,"R",27,"R",33,"R",26,"R",33,"R",27,"R",33
110705,1,1,1,1,3,3,1,1,3,"R",77112,"R",35747,"R",41365,"R",27581,"R",11384,"R",16197,"R",4996,"R",2123,"R",2873,"R",4982,"R",2118,"R",2864,"R",14,"R",5,"R",9,"R",4049,"R",81,"R",2764,"R",55,"R",550,"R",660,"R",570,"R",730,"R",27,"R",32,"R",26,"R",33,"R",26,"R",32
110714,1,3,1,1,3,3,1,1,3,"R",49181,"R",21933,"R",27248,"R",28452,"R",12569,"R",15883,"R",4221,"R",2149,"R",2072,"R",4204,"R",2141,"R",2063,"R",17,"R",8,"R",9,"R",3519,"R",83,"R",2113,"R",50,"R",520,"R",630,"R",540,"R",660,"R",25,"R",30,"R",24,"R",31,"R",24,"R",29
110918,1,3,1,2,1,3,2,1,3,"R",2,"R",2,"R",0,"R",2,"R",2,"A",,"R",2,"R",2,"A",,"R",1,"R",1,"A",,"R",1,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
111081,5,5,1,5,1,1,3,1,3,"R",2258,"R",836,"R",1415,"R",533,"R",221,"R",312,"R",206,"R",101,"R",105,"R",206,"R",101,"R",105,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
111188,1,3,1,1,3,3,2,3,3,"R",1217,"R",938,"R",279,"R",830,"R",646,"R",184,"R",241,"R",206,"R",35,"R",236,"R",202,"R",34,"R",5,"R",4,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
111638,2,3,1,2,2,2,3,3,1,"R",451,"R",136,"R",315,"R",272,"R",82,"R",190,"R",190,"R",57,"R",133,"R",190,"R",57,"R",133,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
111948,1,2,1,1,1,1,1,1,3,"R",12821,"R",4724,"R",8097,"R",6927,"R",2506,"R",4421,"R",1492,"R",563,"R",929,"R",1487,"R",559,"R",928,"R",5,"R",4,"R",1,"R",909,"R",61,"R",882,"R",59,"R",550,"R",650,"R",560,"R",650,"R",25,"R",30,"R",25,"R",31,"R",24,"R",29
111966,1,3,5,3,3,3,1,3,3,"R",4,"R",1,"R",3,"R",1,"R",0,"R",1,"R",1,"A",,"R",1,"R",0,"A",,"R",0,"R",1,"A",,"R",1,"R",1,"R",100,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
112075,1,5,1,5,5,5,1,2,3,"R",3839,"R",1286,"R",2553,"R",2497,"R",799,"R",1698,"R",407,"R",138,"R",269,"R",406,"R",138,"R",268,"R",1,"R",0,"R",1,"R",300,"R",74,"R",208,"R",51,"R",457,"R",580,"R",450,"R",580,"R",20,"R",26,"R",19,"R",26,"R",19,"R",26
112084,1,2,1,3,1,3,1,1,3,"R",379,"R",157,"R",222,"R",202,"R",82,"R",120,"R",57,"R",30,"R",27,"R",57,"R",30,"R",27,"R",0,"R",0,"R",0,"R",38,"R",67,"R",24,"R",42,"R",440,"R",520,"R",420,"R",530,"R",17,"R",21,"R",16,"R",23,"R",16,"R",22
112260,2,2,1,1,1,3,1,3,3,"R",6342,"R",2963,"R",3379,"R",599,"R",293,"R",306,"R",321,"R",167,"R",154,"R",321,"R",167,"R",154,"A",,"A",,"A",,"R",159,"R",50,"R",193,"R",60,"R",650,"R",740,"R",670,"R",750,"R",31,"R",33,"R",30,"R",33,"R",28,"R",33
112394,2,3,1,3,1,1,2,1,2,"R",281,"R",174,"R",107,"R",232,"R",138,"R",94,"R",116,"R",70,"R",46,"R",106,"R",65,"R",41,"R",10,"R",5,"R",5,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
112570,1,3,1,3,1,3,2,1,3,"R",465,"R",221,"R",244,"R",252,"R",121,"R",131,"R",87,"R",50,"R",37,"R",85,"R",50,"R",35,"R",2,"R",0,"R",2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
113698,1,2,1,2,1,2,1,1,3,"R",2049,"R",519,"R",1530,"R",1593,"R",422,"R",1171,"R",269,"R",66,"R",203,"R",269,"R",66,"R",203,"A",,"A",,"A",,"R",220,"R",82,"R",126,"R",47,"R",450,"R",563,"R",468,"R",560,"R",21,"R",25,"R",20,"R",25,"R",19,"R",25
114354,1,2,1,2,1,1,2,1,3,"R",1503,"R",213,"R",1290,"R",623,"R",70,"R",553,"R",398,"R",43,"R",355,"R",392,"R",42,"R",350,"R",6,"R",1,"R",5,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
114390,1,2,1,2,1,1,2,1,3,"R",201,"R",25,"R",176,"R",73,"R",6,"R",67,"R",52,"R",5,"R",47,"R",51,"R",5,"R",46,"R",1,"R",0,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
114415,1,2,1,2,1,1,2,1,3,"R",163,"R",17,"R",146,"R",88,"R",10,"R",78,"R",62,"R",10,"R",52,"R",61,"R",10,"R",51,"R",1,"R",0,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
114813,1,2,1,3,1,3,1,1,3,"R",644,"R",222,"R",422,"R",441,"R",150,"R",291,"R",221,"R",84,"R",137,"R",213,"R",81,"R",132,"R",8,"R",3,"R",5,"R",171,"R",86,"R",95,"R",48,"R",430,"R",530,"R",420,"R",530,"R",18,"R",24,"R",16,"R",23,"R",17,"R",24
115083,3,3,3,3,2,3,3,1,3,"R",0,"B",,"B",,"A",,"B",,"B",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
115409,5,5,1,1,1,3,1,2,3,"R",4180,"R",2828,"R",1352,"R",538,"R",268,"R",270,"R",216,"R",118,"R",98,"R",216,"R",118,"R",98,"A",,"A",,"A",,"R",155,"R",72,"R",126,"R",58,"R",680,"R",780,"R",740,"R",800,"R",32,"R",35,"R",32,"R",35,"R",32,"R",35
115728,1,2,1,2,1,3,1,1,3,"R",974,"R",362,"R",610,"R",472,"R",155,"R",317,"R",96,"R",31,"R",65,"R",95,"R",31,"R",64,"R",1,"R",0,"R",1,"R",80,"R",83,"R",37,"R",39,"R",402,"R",490,"R",420,"R",500,"R",16,"R",19,"R",15,"R",20,"R",16,"R",19
115755,1,3,1,1,3,3,1,3,3,"R",12966,"R",5208,"R",7758,"R",9996,"R",3820,"R",6176,"R",1295,"R",556,"R",739,"R",1282,"R",549,"R",733,"R",13,"R",7,"R",6,"R",1156,"R",89,"R",553,"R",43,"R",440,"R",550,"R",430,"R",540,"R",18,"R",24,"R",17,"R",24,"R",17,"R",24
116846,1,5,1,3,1,3,2,1,3,"R",97,"R",40,"R",57,"R",58,"R",20,"R",38,"R",12,"R",3,"R",9,"R",12,"R",3,"R",9,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
117104,1,3,1,3,1,3,1,1,3,"R",112,"R",44,"R",68,"R",109,"R",41,"R",68,"R",63,"R",23,"R",40,"R",62,"R",23,"R",39,"R",1,"R",0,"R",1,"R",36,"R",57,"R",27,"R",43,"R",420,"R",500,"R",385,"R",470,"R",16,"R",21,"R",14,"R",21,"R",16,"R",18
117140,1,2,1,1,1,2,1,1,3,"R",8072,"R",2991,"R",5081,"R",3879,"R",1369,"R",2510,"R",555,"R",229,"R",326,"R",555,"R",229,"R",326,"R",0,"R",0,"R",0,"R",469,"R",85,"R",164,"R",30,"R",460,"R",560,"R",470,"R",570,"R",20,"R",26,"R",20,"R",26,"R",19,"R",26
117168,1,3,1,3,2,1,2,1,3,"R",472,"R",138,"R",334,"R",185,"R",53,"R",132,"R",94,"R",25,"R",69,"R",90,"R",24,"R",66,"R",4,"R",1,"R",3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
117627,1,3,1,1,3,3,1,1,3,"R",4021,"R",1451,"R",2570,"R",1847,"R",614,"R",1233,"R",329,"R",138,"R",191,"R",329,"R",138,"R",191,"R",0,"R",0,"R",0,"R",293,"R",89,"R",85,"R",26,"R",390,"R",510,"R",390,"R",520,"R",16,"R",22,"R",15,"R",22,"R",16,"R",24
117751,1,2,1,1,1,3,1,1,3,"R",446,"R",217,"R",229,"R",371,"R",174,"R",197,"R",173,"R",85,"R",88,"R",172,"R",84,"R",88,"R",1,"R",1,"R",0,"R",119,"R",69,"R",76,"R",44,"R",490,"R",630,"R",460,"R",580,"R",21,"R",28,"R",21,"R",30,"R",21,"R",26
117946,1,2,1,1,1,3,1,1,3,"R",13506,"R",5458,"R",8048,"R",7276,"R",2886,"R",4390,"R",1331,"R",600,"R",731,"R",1328,"R",598,"R",730,"R",3,"R",2,"R",1,"R",808,"R",61,"R",709,"R",53,"R",550,"R",660,"R",570,"R",670,"R",26,"R",30,"R",25,"R",32,"R",25,"R",29
118198,2,2,2,2,1,3,3,3,1,"R",233,"R",56,"R",177,"R",180,"R",44,"R",136,"R",137,"R",40,"R",97,"R",137,"R",40,"R",97,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
118693,1,2,1,1,1,3,1,1,3,"R",2195,"R",1039,"R",1156,"R",897,"R",444,"R",453,"R",158,"R",81,"R",77,"R",158,"R",81,"R",77,"A",,"A",,"A",,"R",79,"R",50,"R",38,"R",24,"R",430,"R",560,"R",442,"R",570,"R",18,"R",26,"R",16,"R",24,"R",18,"R",25
118888,2,2,1,2,1,3,5,1,3,"R",1052,"R",0,"R",1052,"R",888,"A",,"R",888,"R",169,"A",,"R",169,"R",169,"A",,"R",169,"R",0,"A",,"R",0,"R",101,"R",58,"R",39,"R",23,"R",485,"R",640,"R",440,"R",593,"R",23,"R",29,"A",,"A",,"A",,"A",
119173,1,2,1,2,1,3,1,1,3,"R",2486,"R",87,"R",2399,"R",2136,"R",62,"R",2074,"R",572,"R",19,"R",553,"R",542,"R",17,"R",525,"R",30,"R",2,"R",28,"R",467,"R",81,"R",191,"R",33,"R",410,"R",510,"R",410,"R",510,"R",17,"R",22,"A",,"A",,"A",,"A",
119270,2,3,1,2,2,1,2,2,2,"R",425,"R",299,"R",126,"R",342,"R",248,"R",94,"R",218,"R",164,"R",54,"R",217,"R",163,"R",54,"R",1,"R",1,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
119775,1,3,1,3,3,1,2,1,3,"R",109,"R",62,"R",47,"R",108,"R",61,"R",47,"R",33,"R",20,"R",13,"R",33,"R",20,"R",13,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
120078,3,3,3,3,3,1,3,3,3,"R",235,"R",37,"R",196,"R",235,"R",37,"R",196,"R",171,"R",28,"R",143,"R",171,"R",28,"R",143,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
120184,1,2,1,2,1,3,1,1,3,"R",1234,"R",419,"R",815,"R",1193,"R",397,"R",796,"R",157,"R",52,"R",105,"R",156,"R",52,"R",104,"R",1,"R",0,"R",1,"R",126,"R",80,"R",33,"R",21,"R",400,"R",508,"R",400,"R",510,"R",17,"R",22,"R",15,"R",23,"R",16,"R",24
120254,1,2,1,2,1,3,1,1,3,"R",6409,"R",2672,"R",3737,"R",2936,"R",1170,"R",1766,"R",502,"R",219,"R",283,"R",502,"R",219,"R",283,"R",0,"R",0,"R",0,"R",299,"R",60,"R",265,"R",53,"R",600,"R",700,"R",600,"R",720,"R",28,"R",31,"R",28,"R",34,"R",26,"R",31
120403,1,3,1,2,3,1,2,1,3,"R",851,"R",239,"R",612,"R",791,"R",222,"R",569,"R",203,"R",65,"R",138,"R",203,"R",65,"R",138,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
120537,1,1,1,2,1,3,1,1,3,"R",1006,"R",328,"R",678,"R",323,"R",112,"R",211,"R",107,"R",48,"R",59,"R",99,"R",45,"R",54,"R",8,"R",3,"R",5,"R",78,"R",85,"R",35,"R",38,"R",420,"R",520,"R",400,"R",520,"R",18,"R",23,"R",15,"R",23,"R",17,"R",22
120661,3,3,1,3,2,3,3,3,1,"R",255,"R",67,"R",188,"R",255,"R",67,"R",188,"R",137,"R",24,"R",113,"R",137,"R",24,"R",113,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
120865,1,2,1,2,1,2,1,1,3,"R",2157,"R",804,"R",1353,"R",1004,"R",369,"R",635,"R",252,"R",95,"R",157,"R",251,"R",94,"R",157,"R",1,"R",1,"R",0,"R",206,"R",82,"R",67,"R",27,"R",440,"R",560,"R",420,"R",550,"R",17,"R",25,"R",16,"R",25,"R",16,"R",25
120883,1,2,1,2,2,3,1,1,3,"R",8870,"R",3747,"R",5123,"R",5853,"R",2418,"R",3435,"R",726,"R",321,"R",405,"R",724,"R",320,"R",404,"R",2,"R",1,"R",1,"R",573,"R",79,"R",345,"R",48,"R",500,"R",630,"R",530,"R",670,"R",23,"R",30,"R",22,"R",31,"R",23,"R",29
121150,1,3,1,2,1,3,1,1,3,"R",11111,"R",3695,"R",7416,"R",4097,"R",1613,"R",2484,"R",743,"R",295,"R",448,"R",743,"R",295,"R",448,"R",0,"R",0,"R",0,"R",454,"R",61,"R",418,"R",56,"R",550,"R",650,"R",560,"R",680,"R",26,"R",31,"R",25,"R",33,"R",25,"R",29
121257,1,3,1,2,1,3,3,1,3,"R",4142,"R",1383,"R",2759,"R",569,"R",240,"R",329,"R",268,"R",120,"R",148,"R",268,"R",120,"R",148,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
121309,1,2,1,1,1,3,1,1,3,"R",3162,"R",985,"R",2177,"R",2195,"R",738,"R",1457,"R",594,"R",213,"R",381,"R",594,"R",213,"R",381,"R",0,"R",0,"R",0,"R",418,"R",70,"R",360,"R",61,"R",510,"R",620,"R",520,"R",620,"R",23,"R",28,"R",23,"R",30,"R",23,"R",28
121345,1,1,1,1,1,3,1,1,3,"R",8102,"R",3123,"R",4979,"R",765,"R",386,"R",379,"R",411,"R",202,"R",209,"R",411,"R",202,"R",209,"R",0,"R",0,"R",0,"R",269,"R",65,"R",217,"R",53,"R",670,"R",770,"R",670,"R",770,"R",31,"R",34,"R",31,"R",35,"R",28,"R",34
121691,1,2,1,2,1,3,1,1,3,"R",4562,"R",1962,"R",2600,"R",3410,"R",1387,"R",2023,"R",591,"R",255,"R",336,"R",584,"R",254,"R",330,"R",7,"R",1,"R",6,"R",428,"R",72,"R",290,"R",49,"R",490,"R",590,"R",490,"R",600,"R",22,"R",27,"R",22,"R",27,"R",20,"R",26
122409,1,3,1,1,3,3,1,3,3,"R",60834,"R",25780,"R",35054,"R",21072,"R",8779,"R",12293,"R",5077,"R",2275,"R",2802,"R",4812,"R",2169,"R",2643,"R",265,"R",106,"R",159,"R",4060,"R",80,"R",2770,"R",55,"R",490,"R",600,"R",510,"R",620,"R",23,"R",28,"R",22,"R",28,"R",23,"R",28
122436,1,2,1,1,1,3,1,1,3,"R",14413,"R",5809,"R",8604,"R",7406,"R",2881,"R",4525,"R",1133,"R",476,"R",657,"R",1133,"R",476,"R",657,"R",0,"R",0,"R",0,"R",620,"R",55,"R",704,"R",62,"R",540,"R",650,"R",560,"R",660,"R",26,"R",30,"R",25,"R",32,"R",25,"R",29
122454,1,3,1,2,1,1,2,1,3,"R",352,"R",98,"R",254,"R",326,"R",88,"R",238,"R",63,"R",21,"R",42,"R",62,"R",20,"R",42,"R",1,"R",1,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
122506,1,2,1,2,1,1,2,1,3,"R",424,"R",193,"R",231,"R",177,"R",91,"R",86,"R",54,"R",29,"R",25,"R",54,"R",29,"R",25,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
122597,1,3,1,1,3,3,1,3,3,"R",36223,"R",13891,"R",22332,"R",24704,"R",9016,"R",15688,"R",3642,"R",1483,"R",2159,"R",3531,"R",1426,"R",2105,"R",111,"R",57,"R",54,"R",3197,"R",88,"R",1099,"R",30,"R",430,"R",540,"R",430,"R",550,"R",18,"R",24,"R",16,"R",24,"R",17,"R",24
122612,1,3,1,1,1,3,1,1,3,"R",15289,"R",5197,"R",10092,"R",10911,"R",3666,"R",7245,"R",1587,"R",576,"R",1011,"R",1584,"R",574,"R",1010,"R",3,"R",2,"R",1,"R",1102,"R",69,"R",782,"R",49,"R",510,"R",620,"R",520,"R",630,"R",23,"R",28,"R",23,"R",30,"R",23,"R",28
122728,1,2,1,2,5,3,1,1,3,"R",742,"R",268,"R",474,"R",538,"R",184,"R",354,"R",200,"R",70,"R",130,"R",199,"R",70,"R",129,"R",1,"Z",0,"R",1,"R",167,"R",85,"R",86,"R",44,"R",460,"R",580,"R",440,"R",560,"R",19,"R",25,"R",18,"R",26,"R",18,"R",25
122755,1,3,1,1,3,3,1,3,3,"R",31555,"R",16004,"R",15551,"R",16862,"R",7504,"R",9358,"R",3208,"R",1566,"R",1642,"R",3065,"R",1512,"R",1553,"R",143,"R",54,"R",89,"R",2591,"R",81,"R",1039,"R",32,"R",450,"R",560,"R",470,"R",590,"R",20,"R",25,"R",18,"R",25,"R",18,"R",26
122931,1,5,1,2,1,3,1,1,3,"R",15834,"R",7379,"R",8455,"R",7648,"R",3377,"R",4271,"R",1317,"R",650,"R",667,"R",1316,"R",650,"R",666,"R",1,"R",0,"R",1,"R",662,"R",50,"R",743,"R",56,"R",590,"R",680,"R",610,"R",720,"R",28,"R",32,"A",,"A",,"A",,"A",
123165,1,5,1,1,1,3,1,1,3,"R",3022,"Z",0,"R",3022,"R",903,"A",,"R",903,"R",270,"A",,"R",270,"R",270,"A",,"R",270,"R",0,"A",,"R",0,"R",154,"R",57,"R",151,"R",56,"R",660,"R",740,"R",630,"R",700,"R",28,"R",32,"R",30,"R",34,"R",26,"R",31
123280,1,2,1,3,1,3,2,1,3,"R",5,"R",1,"R",4,"R",5,"R",1,"R",4,"R",5,"R",1,"R",4,"R",4,"R",1,"R",3,"R",1,"R",0,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
123457,1,2,1,2,1,3,1,1,3,"R",627,"R",231,"R",396,"R",327,"R",133,"R",194,"R",118,"R",39,"R",79,"R",117,"R",38,"R",79,"R",1,"R",1,"R",0,"R",105,"R",89,"R",47,"R",40,"R",440,"R",555,"R",420,"R",550,"R",18,"R",24,"R",17,"R",24,"R",17,"R",24
123554,1,2,1,1,1,3,1,1,3,"R",4711,"R",1779,"R",2932,"R",3787,"R",1412,"R",2375,"R",562,"R",228,"R",334,"R",562,"R",228,"R",334,"A",,"A",,"A",,"R",332,"R",59,"R",245,"R",44,"R",480,"R",590,"R",470,"R",570,"R",22,"R",28,"R",22,"R",28,"R",20,"R",27
123572,1,3,1,1,3,3,1,3,3,"R",16487,"R",5772,"R",10715,"R",12575,"R",4268,"R",8307,"R",1806,"R",629,"R",1177,"R",1774,"R",613,"R",1161,"R",32,"R",16,"R",16,"R",1588,"R",88,"R",764,"R",42,"R",440,"R",540,"R",440,"R",540,"R",19,"R",24,"R",18,"R",24,"R",18,"R",24
123651,1,2,2,2,1,3,1,1,3,"R",1418,"R",440,"R",978,"R",996,"R",315,"R",681,"R",408,"R",134,"R",274,"R",408,"R",134,"R",274,"R",0,"R",0,"R",0,"R",332,"R",81,"R",146,"R",35,"R",420,"R",530,"R",410,"R",500,"R",17,"R",24,"A",,"A",,"A",,"A",
123679,3,3,1,3,2,3,3,3,1,"R",304,"R",64,"R",240,"R",275,"R",59,"R",216,"R",123,"R",25,"R",98,"R",123,"R",25,"R",98,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
123961,1,3,1,1,1,1,1,1,3,"R",54280,"R",25346,"R",28934,"R",9022,"R",3981,"R",5041,"R",3068,"R",1389,"R",1679,"R",3066,"R",1388,"R",1678,"R",2,"R",1,"R",1,"R",1874,"R",61,"R",1683,"R",55,"R",630,"R",730,"R",650,"R",770,"R",30,"R",33,"R",30,"R",35,"R",28,"R",34
124292,1,5,1,1,1,5,1,1,3,"R",193,"R",85,"R",108,"R",144,"R",68,"R",76,"R",89,"R",40,"R",49,"R",89,"R",40,"R",49,"A",,"A",,"A",,"R",73,"R",82,"R",28,"R",31,"R",600,"R",710,"R",540,"R",650,"R",25,"R",30,"R",27,"R",34,"R",25,"R",27
124487,3,3,3,3,1,3,3,3,3,"R",28,"R",17,"R",11,"R",22,"R",14,"R",8,"R",18,"R",14,"R",4,"R",3,"R",3,"R",0,"R",15,"R",11,"R",4,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
124706,3,3,1,3,2,3,3,3,1,"R",365,"R",67,"R",298,"R",234,"R",54,"R",180,"R",107,"R",19,"R",88,"R",107,"R",19,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
124937,3,3,1,3,2,3,3,3,1,"R",435,"R",117,"R",318,"R",383,"R",106,"R",277,"R",148,"R",22,"R",126,"R",148,"R",22,"R",126,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
125532,3,3,1,3,3,3,3,3,1,"R",170,"R",17,"R",153,"R",78,"R",6,"R",72,"R",36,"R",2,"R",34,"R",36,"R",2,"R",34,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
125727,1,2,1,1,1,3,1,1,3,"R",2001,"R",691,"R",1310,"R",1656,"R",559,"R",1097,"R",347,"R",130,"R",217,"R",347,"R",130,"R",217,"R",0,"R",0,"R",0,"R",246,"R",71,"R",191,"R",55,"R",520,"R",650,"R",520,"R",630,"R",23,"R",29,"R",24,"R",32,"R",23,"R",28
125763,1,3,1,1,1,3,5,1,3,"R",5146,"R",2056,"R",3090,"R",3574,"R",1391,"R",2183,"R",426,"R",203,"R",223,"R",424,"R",203,"R",221,"R",2,"R",0,"R",2,"R",338,"R",79,"R",169,"R",39,"R",460,"R",570,"R",460,"R",560,"R",20,"R",26,"A",,"A",,"A",,"A",
125897,1,3,1,2,2,2,1,1,3,"R",1487,"R",587,"R",900,"R",985,"R",345,"R",640,"R",137,"R",71,"R",66,"R",132,"R",68,"R",64,"R",5,"R",3,"R",2,"R",81,"R",59,"R",27,"R",20,"R",430,"R",560,"R",430,"R",555,"R",19,"R",28,"R",18,"R",29,"R",17,"R",26
