UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL12,LEVEL17,LEVEL18,LEVEL19,OPENADMP,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,APPDATE,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,SATACTDT,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XSATWR25,SATWR25,XSATWR75,SATWR75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75,XACTWR25,ACTWR25,XACTWR75,ACTWR75,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO3,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBFAC,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4,CALSYS,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,FT_UG,FT_FTUG,FT_GD,PT_UG,PT_FTUG,PT_GD,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,ALLONCAM,XENRLM,ENRLM,XENRLW,ENRLW,XENRLT,ENRLT,XAPPLCN,APPLCN,XADMSSN,ADMSSN,XENRLFT,ENRLFT,XENRLPT,ENRLPT,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,DISAB,XDISABPC,DISABPCT
451626,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",100,"A",.,1,1,-2,1,1,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.
451635,1,0,-2,0,0,0,2,-2,-2,-2,1,0,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,"R",100,"A",.,1,1,-2,2,2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.
451644,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,1,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2,7,"R",100,"A",.,1,1,-2,2,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,1,"A",.
451653,1,0,-2,0,0,0,2,-2,-2,-2,0,0,0,1,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0,0,1,3,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2,6,"R",50,"A",.,1,1,-2,2,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.
451662,0,1,0,0,0,0,2,-2,-2,-2,0,1,1,0,1,0,0,0,0,0,0,0,2,1,3,1,3,3,1,3,1,4,1,"R",2658,"R",4156,"R",2003,"R",3132,"R",82,"R",127,"R",1277,"R",1997,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"R",50,"A",.,1,1,2,1,1,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",1359,"R",2124,"R",3483,"R",6814,"R",5135,"R",209,"R",3274,1,0,0,1,0,1,"A",.
451671,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,2,1,1,1,1,0,0,2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",30,"R",30,1,2,1,1,2,1,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,"A",.
451680,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,104,1,104,1,104,1,104,1,"R",30,"R",30,1,2,1,1,2,1,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,1,"A",.
451699,0,1,0,0,0,0,2,-2,-2,-2,0,1,1,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"A",.,"A",.,1,1,2,2,2,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.
451705,1,1,0,0,0,0,2,-2,-2,-2,0,0,1,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,6,"R",0,"A",.,1,1,2,2,2,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.
451714,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"B",.,"A",.,1,1,-2,2,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.
451741,1,1,-2,0,0,0,3,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,1,3,1,3,3,3,3,3,3,2,"R",90,"R",140,"R",78,"R",130,"R",66,"R",118,"R",0,"R",0,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,3,"R",30,"A",.,1,1,-2,1,2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",66,"R",118,"R",184,"R",230,"R",208,"R",184,"R",0,1,0,0,1,0,1,"A",.
451750,0,1,0,0,0,0,2,-2,-2,-2,0,0,1,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.
451769,0,1,0,0,0,0,2,-2,-2,-2,1,1,1,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"R",50,"A",.,1,1,2,1,1,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.
451778,1,1,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",50,"A",.,1,1,-2,1,1,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.
451796,0,1,0,0,0,0,2,-2,-2,-2,0,1,1,0,1,0,0,0,0,0,0,0,2,1,3,1,3,2,3,2,3,3,1,"R",234,"R",324,"R",100,"R",112,"R",38,"R",49,"R",55,"R",59,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"R",50,"A",.,1,1,2,1,1,2,2,1,"R",97,3,"A",.,"R",8000,"A",.,"A",.,2,"R",93,"R",108,"R",201,"R",558,"R",212,"R",87,"R",114,1,0,0,1,0,1,"A",.
451802,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,2,3,3,3,3,1,3,3,3,3,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",100,"A",.,1,1,-2,1,1,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.
451811,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,2,3,3,3,3,1,3,3,3,3,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",100,"A",.,1,1,-2,1,1,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.
451820,0,1,0,0,0,0,2,-2,-2,-2,0,0,1,0,1,0,0,0,0,0,0,0,2,1,3,1,3,3,1,3,1,3,1,"R",278,"R",220,"R",163,"R",94,"R",94,"R",58,"R",64,"R",31,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"R",50,"A",.,1,1,2,1,1,2,2,1,"R",252,3,"A",.,"R",6000,"A",.,"A",.,2,"R",158,"R",89,"R",247,"R",498,"R",257,"R",152,"R",95,1,0,1,1,0,1,"A",.
451848,0,1,0,0,0,0,2,-2,-2,-2,0,0,1,0,1,0,0,0,0,0,0,0,2,1,3,1,3,2,1,3,3,3,1,"R",324,"R",292,"R",166,"R",122,"R",71,"R",54,"R",80,"R",61,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"R",50,"A",.,1,1,2,1,1,2,2,1,"R",61,3,"A",.,"R",7200,"A",.,"A",.,2,"R",151,"R",115,"R",266,"R",616,"R",288,"R",125,"R",141,1,0,0,1,0,1,"A",.
451857,1,1,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,1,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,5,"R",50,"A",.,1,1,-2,2,2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.
451866,1,1,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,1,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,5,"R",50,"A",.,1,1,-2,2,2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.
451875,1,1,0,0,0,0,2,-2,-2,-2,0,1,1,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"R",25,"A",.,1,1,2,1,1,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,1,"A",.
451884,1,1,0,0,0,0,2,-2,-2,-2,0,1,1,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"R",25,"A",.,1,1,2,1,1,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,1,"A",.
451893,1,1,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"B",.,"A",.,1,1,-2,2,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,1,0,1,"A",.
451909,1,1,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,7,"R",0,"A",.,1,1,-2,2,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.
451918,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,0,1,0,0,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",100,"A",.,1,1,-2,1,1,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.
451936,0,1,0,0,0,0,2,-2,-2,-2,0,0,1,0,1,0,0,0,0,0,0,0,2,3,3,1,3,3,3,3,1,3,2,"R",176,"R",60,"R",55,"R",26,"R",50,"R",24,"R",5,"R",2,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"B",.,"A",.,1,1,2,1,1,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",55,"R",26,"R",81,"R",236,"R",81,"R",74,"R",7,2,0,0,0,0,1,"A",.
451945,0,1,0,0,0,0,2,-2,-2,-2,0,0,1,0,1,0,0,0,0,0,0,0,2,3,3,1,3,3,3,3,1,3,2,"R",186,"R",80,"R",63,"R",31,"R",58,"R",28,"R",5,"R",3,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"B",.,"A",.,1,1,2,1,1,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",63,"R",31,"R",94,"R",266,"R",94,"R",86,"R",8,2,0,0,0,0,1,"A",.
451954,0,1,0,0,0,0,2,-2,-2,-2,0,0,1,0,1,0,0,0,0,0,0,0,2,3,3,1,3,3,3,3,1,3,2,"R",77,"R",21,"R",28,"R",8,"R",26,"R",7,"R",2,"R",1,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"B",.,"A",.,1,1,2,1,1,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",28,"R",8,"R",36,"R",98,"R",36,"R",33,"R",3,2,0,0,0,0,1,"A",.
451963,0,1,0,0,0,0,2,-2,-2,-2,0,0,1,0,1,0,0,0,0,0,0,0,2,3,3,1,3,3,3,3,1,3,2,"R",176,"R",69,"R",52,"R",21,"R",44,"R",16,"R",8,"R",5,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"B",.,"A",.,1,1,2,1,1,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",52,"R",21,"R",73,"R",245,"R",73,"R",60,"R",13,2,0,0,0,0,1,"A",.
451972,0,1,0,0,0,0,2,-2,-2,-2,0,0,1,0,1,0,0,0,0,0,0,0,2,3,3,1,3,3,3,3,1,3,2,"R",186,"R",124,"R",66,"R",34,"R",60,"R",33,"R",6,"R",1,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"B",.,"A",.,1,1,2,1,1,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",66,"R",34,"R",100,"R",310,"R",100,"R",93,"R",7,2,0,0,0,0,1,"A",.
